TS098	0.281355378885735
TS447	0
TS150	0
TS493	0
TS462	0
TS037	1.48543712066543
TS035	1.47093011172832
TS444	0.208820334200212
TS434	1.29684600448306
TS291	0
TS312	0
TS054	0
TS158	0
TS185	0
TS398	0
TS071	1.17111859369482
TS350	0
TS086	1.38388805810569
TS278	0
TS320	0
TS374	1.31618868306587
TS131	0
TS147	0
TS248	1.47093011172832
TS433	0
TS390	0
TS187	0.0782572537662693
TS091	0
TS188	0.281355378885735
TS205	0.856800066724222
TS360	0.150792298451793
TS229	1.48060145101972
TS461	0
TS245	0.523138861170814
TS003	1.47093011172832
TS125	0
TS439	1.47093011172832
TS446	0
TS227	0.779429352392997
TS385	0.523138861170814
TS169	0.281355378885735
TS239	1.48060145101972
TS298	0
TS423	0.0782572537662693
TS180	0
TS234	0
TS494	0
TS399	0
TS441	0
TS348	1.30651734377447
TS073	0.174970646680301
TS288	0.174970646680301
TS477	0
TS367	1.37421671881429
TS165	0
TS119	0
TS133	0.779429352392997
TS314	0
TS011	1.29684600448306
TS074	0.174970646680301
